"TIME","GEO","GEO_LABEL","SEX","UNIT","AGE","TRAINING","WSTATUS","Value"
"2016","HR03","Jadranska Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.7"
"2017","HR03","Jadranska Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.4"
"2018","HR03","Jadranska Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.8"
"2000","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2002","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2003","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2004","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2005","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2006","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2007","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.3"
"2008","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.5"
"2009","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.4"
"2010","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.5"
"2011","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.1"
"2012","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.7"
"2013","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","20.3"
"2014","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.1"
"2015","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","18.0"
"2016","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.5"
"2017","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.4"
"2018","HR04","Kontinentalna Hrvatska","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.0"
"2000","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.1"
"2001","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","18.1"
"2002","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.8"
"2003","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.6"
"2004","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.8"
"2005","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.1"
"2006","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.8"
"2007","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.1"
"2008","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.6"
"2009","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.6"
"2010","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.0"
"2011","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.7"
"2012","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","21.0"
"2013","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","22.2"
"2014","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","22.1"
"2015","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","21.4"
"2016","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.9"
"2017","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","20.1"
"2018","IT","Italy","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.2"
"2000","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.2"
"2001","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.1"
"2002","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.0"
"2003","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.8"
"2004","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.3"
"2005","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.9"
"2006","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.4"
"2007","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.2"
"2008","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.4"
"2009","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.6"
"2010","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.5"
"2011","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.0"
"2012","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.2"
"2013","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.4"
"2014","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.7"
"2015","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.0"
"2016","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.6"
"2017","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.4"
"2018","ITC","Nord-Ovest","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.3"
"2000","ITC1","Piemonte","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.7"
"2001","ITC1","Piemonte","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.9"
